job_title,job_Desc
Machine learning operations Engineer,"About the job
Job Description- 

5+ years of experience in software development, machine learning engineering or related field.
Strong understanding of machine learning concepts and frameworks, including TensorFlow, PyTorch, Scikit-learn, etc.
Experience with ML Ops in Azure preferred, including Databricks MLFlow.
Experience with Databricks and Google Cloud Platform
Familiarity with DevOps practices and tools such as Kubernetes, Docker, Jenkins, Git.
Experience in developing and deploying machine learning models in a production environment.
Strong analytical and problem-solving skills"
Machine Learning Engineer - NLP,"About the job
Company Profile
Quantiphi is an award-winning AI-first digital transformation engineering company driven by the desire to solve transformational problems at the heart of the business. We are passionate about our customers and obsessed with problem-solving. Quantiphi solves our clients’ toughest and most complex business problems by combining deep industry experience, disciplined cloud and data-engineering practices, and cutting-edge artificial intelligence research to achieve quantifiable business impact at unprecedented speed.

Role: Senior Machine Learning Engineer - NLP
Experience: 3+ Years
Location: Mumbai/Bangalore

Job Description:

Basic Responsibilities:
● Work on creating high performance and scalable solution architectures for different problems
● Develop sophisticated yet simple interpretations and communicate insights to clients that lead to quantifiable business impact
● Ability to envision new technologies and turn them into innovative products.
● Remain knowledgeable about current technology and carry out research to identify new trends that can be used to achieve maximum results
● Working with the offshore team to build, test, deploy, and assess models that predict and optimize business outcomes based on client’s success criteria
● Carry out other technical related duties that may be required. Be abreast of the best coding and architecting practices

Skills Required:
● Master’s in Computer Science/Electrical Engineering with focus on AI/ML
● Strong publication record, with publications in major machine learning conferences (e.g. NeurIPS, ICLR, ICML, etc.)
● Should have at least 5 years of experience with a minimum of 3 years in the design and development of AI/ML-based systems.
● Knowledge of statistical modeling and popular machine learning models.
● Hands-on with Python/R programming and knowledge of machine learning tools like Scikit-Learn, Pandas, Tensorflow, Pytorch is a must
● Should possess knowledge of at least one cloud platform (GCP, Azure, or AWS) and machine learning services offered by them.
● Working knowledge of Recommender systems is a must
● Conceptual and code level understanding of Computer Vision, Object detection(Faster RCNN, YOLO, SSD, etc), Image similarity is good to have
● NLP: Vector Space modeling in NLP, LSTMs, Sequence modeling, Attention modeling, BERT, Large Language models is a must. Knowledge on using the above-mentioned techniques
performing Document classification, Semantic similarity, NER, Sentiment Analysis is a must
● Experience in the design and development of continuous delivery and automation pipelines (MLOps) in the cloud is good to have
● Ability to use analytical thinking and business understanding to perform an insightful, actionable quantitative and qualitative analysis of the business
● Experience in working in an Agile environment
● Strong verbal and written communication skills."
AI Platform Engineer,"About the job
Job Location

Mumbai

Job Description

P&G was founded over 180 years ago as a simple soap and candle company. Procter & Gamble is one of the largest FMCG (Fast Paced Consumer Goods) company in the world with strong brands like Pampers, Ariel, Always, Gillette and Oral B just to name a few. For more information about P&G the company and our brands please visit www.pg.com and our career website at pgcareers.com. We've spanned three centuries thanks to three simple ideas: leadership, Innovation and citizenship. The insight, innovation and passion of hardworking teams has helped us grow into a global company that is governed responsibly and ethically, that is open and clear, and that supports good causes and protects the environment. A place where you can be proud to work and do something that matters.

Dedication from Us:

You'll be at the core of breakthrough innovations, be given exciting assignments, lead initiatives, and take ownership and responsibility, in creative work spaces where new ideas flourish. All the while, you'll receive outstanding training to help you become a leader in your field. It is not just about what you'll do, but how you'll feel: encouraged, valued, purposeful, challenged, heard, and inspired.

What we Offer:

Continuous mentorship – you will collaborate with passionate peers and receive both formal training as well as day-to-day mentoring from your manager dynamic and supportive work environment– employees are at the centre, we value every individual and support initiatives, promoting agility and work/life balance.

Do you enjoy designing research and analytic frameworks? How would you like to use your creative and analytical skills alongside business leadership in your everyday work? If this sounds appealing, we would love to hire someone with your skills and abilities!

Overview Of The Job

AI Engineer is responsible for operationalizing and supporting AI use cases using products that embed Machine Learning pipelines deployed to e.g. Google Cloud Platform, that utilize Big Query, Kubeflow and Python language.

AI Engineer trains, packages, validates, deploys and maintains Machine Learning (ML) models, eventually embedding them within the integrated business applications.

AI Engineer skills include computer science and programming, system design, UX/UI, probability and statistics, data modeling, MLops, cloud engineering as well as ML algorithms and frameworks.

Through successful industrialization and maintenance of ML models, AI Engineer enables further P&G journey in AI world, delivering new possibilities and improvements.

Your team

This role reports to Junjie Phua. Entire AI Engineering Team is located all over the world (in Singapore, Poland, Switzerland, US, Canada, China, Costa Rica).

How Success Looks Like

Functional performance - Operationalise and support AI use cases by industrialise and maintain ML models. Developing effective models, pre-processing data, selecting algorithms, solving complex problems, adhering to good coding practices, ensuring high code quality and scalability, and incorporating unit testing and test-driven development for reliable code.

Time-based performance – Monthly coaching & feedback session, 6 months evaluation period after taking the role and then follow quarterly work plan update and annual performance rating guidance.

Responsibilities Of The Role

Works on advanced analytics use cases together with Data Scientists, Analysts, peer AI Engineers; engages in proof of concepts and experiments together to deliver new analytical algorithms and applications
Prepares data models and quality checks, optimizes analytical solutions at scale
Designs and develops applications that source data from various systems, programming in Python and SQL
Supports solutions in multi-cloud environments and services – in Azure (e.g. Databricks, Azure ML, AKS, ADF) and / or in GCP (e.g. Composer, BigQuery, GKE, Vertex AI Pipeline)
Operates according to DevOps practices, Agile (Jira), uses CI/CD (GitHub Actions), increases reusability of code and design patterns from internal code libraries
Operationalizes Machine Learning models as integral element of IT solutions & business process.
Implements best Platform Engineering practices to make cloud infrastructure “invisible” for data scientists and model developers
Troubleshoots infrastructure related issues to enable most critical Artificial Intelligence products at P&G
Proactive incident detection systems based on multiple data sets, real-time data stream analyses
Crafts and develops proof of concept or prototypes for new features or solutions
Suggests and implements architecture improvements
Responsibility for strengthening DevOps best practices within AI Engineering by coaching/teaching others

Job Qualifications

A Bachelors or Master’s degree in Computer Science, Software Engineering or related field
2+ years of proven experience in Python & SQL, data modelling, design, development, and deployment of Data and Analytics products
 Experience in Agile, CI/CD and DEVOPS methodologies – knowledge of using appropriate tools, e.g. Jira, GitHub Actions
Testing (e.g. PyTest) & mocking, static code analysis (e.g. Sonarqube), source control management tools (e.g. GitHub)
 GCP/Azure cloud infrastructure knowledge (including load balancing, autoscaling, firewalls, authentication)
Experience with AI/ML products and model pipelines and deployment processes
Logging and monitoring technologies
Strong written and verbal communication in English
Problem Solving skills in complex cloud environment
Click Here to Hear From the Functional Leader

About Us

We produce globally recognized brands and we grow the best business leaders in the industry. With a portfolio of trusted brands as diverse as ours, it is paramount our leaders are able to lead with courage the vast array of brands, categories and functions. We serve consumers around the world with one of the strongest portfolios of trusted, quality, leadership brands, including Always®, Ariel®, Gillette®, Head & Shoulders®, Herbal Essences®, Oral-B®, Pampers®, Pantene®, Tampax® and more. Our community includes operations in approximately 70 countries worldwide.

Visit http://www.pg.com to know more.

We are an equal opportunity employer and value diversity at our company. We do not discriminate against individuals on the basis of race, color, gender, age, national origin, religion, sexual orientation, gender identity or expression, marital status, citizenship, disability, HIV/AIDS status, or any other legally protected factor.

Just so that you know: We are an equal opportunity employer and value diversity at our company. Our mission of Diversity and Inclusion is: “Everyone valued. Everyone included. Everyone performing at their peak.”

Job Schedule

Full time

Job Number

R000089938

Job Segmentation

Experienced Professionals (Job Segmentation)"
Solution Engineer - AI and Data analytics,"About the job
To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.

Job Category

Sales

Job Details

About Salesforce

We’re Salesforce, the Customer Company, inspiring the future of business with AI+ Data +CRM. Leading with our core values, we help companies across every industry blaze new trails and connect with customers in a whole new way. And, we empower you to be a Trailblazer, too — driving your performance and career growth, charting new paths, and improving the state of the world. If you believe in business as the greatest platform for change and in companies doing well and doing good – you’ve come to the right place.

Overview Of The Role

We have an outstanding opportunity for an expert AI and Data Cloud Solutions Engineer to work with our trailblazing customers in crafting ground-breaking customer engagement roadmaps demonstrating the Salesforce applications, platform across the machine learning and LLM/GPT domains in India! The successful applicant will have a track record in driving business outcomes through technology solutions, with experience in engaging at the C-level with Business and Technology groups.

Responsibilities

Primary pre-sales technical authority for all aspects of AI usage within the Salesforce product portfolio - existing Einstein ML based capabilities and new (2023) generative AI
Majority of time (60%+) will be customer/external facing
Evangelisation of Salesforce AI capabilities
Assessing customer requirements and use cases and aligning to these capabilities
Solution proposals, working with Architects and wider Solution Engineer (SE) teams
Building reference models/ideas/approaches for inclusion of GPT based products within wider Salesforce solution architectures, especially involving Data Cloud
Alignment with customer security and privacy teams on trust capabilities and values of our solution(s)
Presenting at multiple customer events from single account sessions through to major strategic events (World Tour, Dreamforce)
Representing Salesforce at other events (subject to PM approval)
Minority (but significant) proportion of time working with internal teams
Sales and SE organisation education and enablement e.g. roadmap - all roles across all product areas
Bridge/primary contact point to product management
Provide thought leadership in how large enterprise organisation can drive customer success through digital transformation.
Ability to uncover the challenges and issues a business is facing by running successful and targeted discovery sessions and workshops.
Be an innovator who can build new solutions using out-of-the-box thinking.
Demonstrate business value of our AI solutions to business using solution presentations, demonstrations and prototypes.
Build roadmaps that clearly articulate how partners can implement and accept solutions to move from current to future state.
Deliver functional and technical responses to RFPs/RFIs.
Work as an excellent teammate by chipping in, learning and sharing new knowledge.
Demonstrate a conceptual knowledge of how to integrate cloud applications to existing business applications and technology.
Lead multiple customer engagements concurrently.
Be self-motivated, flexible, and take initiative.|
Required Qualifications

Degree or equivalent relevant experience required. Experience will be evaluated based on the core proficiencies or the role (e.g. extracurricular leadership roles, military experience, volunteer roles, work experience, etc.)
4+ years working directly in the commercial technology space with AI products and solutions.
Data knowledge - Data science, Data lakes and warehouses, ETL, ELT, data quality
AI knowledge - application of algorithms and models to solve business problems (ML, LLMs, GPT)
10+ years working in a sales, pre-sales, consulting or related function in a commercial software company
Strong focus and experience in pre-sales or implementation is required.
Experience in demonstrating Customer engagement solution, understand and drive use cases, customer journeys, ability to draw ‘Day in life of’ across different LOBs.
Business Analysis/ Business case/return on investment construction.
Demonstrable experience in presenting and communicating complex concepts to large audiences
A broad understanding of and ability to articulate the benefits of CRM, Sales, Service and Marketing cloud offerings
Strong verbal and written communications skills with a focus on needs analysis, positioning, business justification, and closing techniques.
Continuous learning attitude with a demonstrated history of self enablement and advancement in both technology and behavioural areas.

Preferred Qualifications

Academic qualification to Masters post-graduate degree level in computing/computer science. Qualification in an AI related subject (ML, deep learning, NLP etc.)
Familiar with technologies such as OpenAI, Google Vertex, Amazon Sagemaker, Snowflake, Databricks etc

Accommodations

If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form.

Posting Statement

At Salesforce we believe that the business of business is to improve the state of our world. Each of us has a responsibility to drive Equality in our communities and workplaces. We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. Learn more about Equality at www.equality.com and explore our company benefits at www.salesforcebenefits.com.

Salesforce is an Equal Employment Opportunity and Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Salesforce does not accept unsolicited headhunter and agency resumes. Salesforce will not pay any third-party agency or company that does not have a signed agreement with Salesforce.

 Salesforce welcomes all."
Data Science & ML Engineer,"About the job
Job Title: Data Science & ML Engineer
Experience : 4-6 yrs
Location: PUNE / HYDERABAD
Job Type: Full Time / Permanent

KEY SKILLS
Vertex AI
Tensor Flow
Python
Algorithm regression classification
AutoML
GCP"
Senior Data Scientist / Machine Learning Engineer,"About the job
CSQ125R25

Mission

The Machine Learning (ML) Practice team is a highly specialized customer-facing ML team at Databricks facing an increasing demand for Large Language Model (LLM)-based solutions. We deliver professional services engagements to help our customers build, scale, and optimize ML pipelines, as well as put those pipelines into production. We work cross-functionally to shape long-term strategic priorities and initiatives alongside engineering, product, and developer relations, as well as support internal subject matter expert (SME) teams. We view our team as an ensemble: we look for individuals with strong, unique specializations to improve the overall strength of the team. This team is the right fit for you if you love working with customers, teammates, and fueling your curiosity for the latest trends in LLMs, MLOps, and ML more broadly.

The Impact You Will Have

Develop LLM solutions on customer data such as RAG architectures on enterprise knowledge repos, querying structured data with natural language, and content generation
Build, scale, and optimize customer data science workloads and apply best in class MLOps to productionize these workloads across a variety of domains
Advise data teams on various data science such as architecture, tooling, and best practices
Present at conferences such as Data+AI Summit
Provide technical mentorship to the larger ML SME community in Databricks
Collaborate cross-functionally with the product and engineering teams to define priorities and influence the product roadmap 

What We Look For

Experience with the latest techniques in natural language processing including vector databases, fine-tuning LLMs, and deploying LLMs with tools such as HuggingFace, Langchain, and OpenAI
6+ years of hands-on industry data science experience, leveraging typical machine learning and data science tools including pandas, scikit-learn, gensim, nltk, and TensorFlow/PyTorch
Experience building production-grade machine learning deployments on AWS, Azure, or GCP
Graduate degree in a quantitative discipline (Computer Science, Engineering, Statistics, Operations Research, etc.) or equivalent practical experience
Experience communicating and/or teaching technical concepts to non-technical and technical audiences alike
Passion for collaboration, life-long learning, and driving business value through ML
[Preferred] Experience working with Apache Spark to process large-scale distributed datasets

Benefits

Private medical insurance
Accident coverage
Employee's Provident Fund
Equity awards
Paid parental leave
Gym reimbursement
Annual personal development fund
Work headphones reimbursement
Business travel insurance

About Databricks

Databricks is the data and AI company. More than 10,000 organizations worldwide — including Comcast, Condé Nast, Grammarly, and over 50% of the Fortune 500 — rely on the Databricks Data Intelligence Platform to unify and democratize data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe and was founded by the original creators of Lakehouse, Apache Spark™, Delta Lake and MLflow. To learn more, follow Databricks on Twitter, LinkedIn and Facebook.

Our Commitment to Diversity and Inclusion

At Databricks, we are committed to fostering a diverse and inclusive culture where everyone can excel. We take great care to ensure that our hiring practices are inclusive and meet equal employment opportunity standards. Individuals looking for employment at Databricks are considered without regard to age, color, disability, ethnicity, family or marital status, gender identity or expression, language, national origin, physical and mental ability, political affiliation, race, religion, sexual orientation, socio-economic status, veteran status, and other protected characteristics.

Compliance

If access to export-controlled technology or source code is required for performance of job duties, it is within Employer's discretion whether to apply for a U.S. government license for such positions, and Employer may decline to proceed with an applicant on this basis alone."
Sr Computer Vision and Machine Learning Developer,"About the job
Senior Computer Vision and Machine Learning Developer

Position Summary

Its an IT Company & is eager to welcome a Senior Developer with a strong foundation in computer vision and machine learning, augmented by hands-on experience with Large Language Models (LLMs). The ideal candidate is versed in API development, has engaged with the HuggingFace ecosystem, and approaches AI innovation with a bold and experimental mindset. Expertise in web framework technologies such as Flask or FastAPI for deploying AI models is crucial for this role.

Key Responsibilities

Develop and implement state-of-the-art computer vision and machine learning algorithms.

Craft robust APIs using Flask or FastAPI to deploy machine learning models efficiently.

Utilize the HuggingFace libraries to maintain and enhance machine learning pipelines.

Lead experimental AI projects, driving forward with new ideas and novel approaches.

Offer guidance and thought leadership to junior developers, promoting a learning-driven team environment.

Contribute to the strategic planning of AI projects and ensure alignment with the companys objectives.

Minimum Qualifications

Bachelors or Masters degree in Computer Science, AI, Machine Learning, or a related field.

3+ years of professional experience in computer vision and machine learning.

1+ year of experience with LLMs, with a particular focus on the practical application of these technologies.

Proficiency in developing scalable web services with Flask or FastAPI.

Preferred Qualifications

Documented experience with the HuggingFace platform, demonstrating successful project implementations.

A portfolio of projects that showcases a fearless exploration of AI technologies.

Leadership experience, with a proven track record of mentoring and enhancing team capabilities.

Strong analytical and problem-solving skills, with the capacity to develop innovative solutions to complex challenges.

Personal Attributes

A deep-seated passion for AI and a relentless drive to stay abreast of the latest technological advancements.

A pioneering spirit with a willingness to experiment and take calculated risks in technology application.

Self-motivated with a strong sense of ownership and accountability in project outcomes.

An effective communicator and mentor, able to inspire junior team members to achieve their best.

What We Offer

Professional development opportunities in a company at the forefront of AI technology.

A collaborative and vibrant work culture that values innovation and creativity.

A platform to work on cutting-edge projects that are shaping the future of AI applications

Apply for this job

Share with someone awesome

View all job openings

BRILWORKS TECHNOLOGY PRIVATE LIMITED

2"
Senior AI/ML Engineer,"About the job
To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.

Job Category

Software Engineering

Job Details

About Salesforce

We’re Salesforce, the Customer Company, inspiring the future of business with AI+ Data +CRM. Leading with our core values, we help companies across every industry blaze new trails and connect with customers in a whole new way. And, we empower you to be a Trailblazer, too — driving your performance and career growth, charting new paths, and improving the state of the world. If you believe in business as the greatest platform for change and in companies doing well and doing good – you’ve come to the right place.

We’re Salesforce, the Customer Company, inspiring the future of business with AI+ Data +CRM. Leading with our core values, we help companies across every industry blaze new trails and connect with customers in a whole new way. And, we empower you to be a Trailblazer, too — driving your performance and career growth, charting new paths, and improving the state of the world. If you believe in business as the greatest platform for change and in companies doing well and doing good – you’ve come to the right place.

Join our dynamic AI cloud team at Salesforce and make a real impact with your code! We are looking for Machine Learning Engineers to build AI services, pipelines and components to enable the development and delivery of AI+Data vision. You will work on and ship impactful AI applications and products used by millions of people every day.

What You’ll Do

 Design and deliver scalable AI services that can be integrated with many applications, thousands of tenants, and run at scale in production.
 Drive system efficiencies through automation, including capacity planning, configuration management, performance tuning, monitoring and root cause analysis.
 Participate in periodic on-call rotations and be available for critical issues.
 Partner with Product Managers, Architects, Data Scientists and Software Engineers to understand customer requirements, design prototypes, and bring innovative technologies to production
 Participate in meal conversations with your team members about really important topics, such as: Should the cuteness of panda bears be a factor in their survivability? Is love a decision tree or a regression model? How far ahead would society be today if we had 12 fingers instead of 10?

Required Skills

 Bachelor's degree in Computer Sciences or equivalent field, 4+ years of industry experience of ML engineering in building AI system and/or services.
 Strong experience building and applying machine learning models for business applications
 Strong experience programming in Python, and using machine learning frameworks such as TensorFlow or PyTorch
 Proven ability to implement, operate, and deliver results via innovation at large scale
 Experience with distributed, scalable systems and modern data storage, messaging and processing frameworks, including Kafka, Spark, Docker, Hadoop, etc.
 Good working knowledge of Deep Learning and Machine Learning algorithms. In the very least, you have a strong interest in this domain, as exemplified by coursework you've taken and personal projects you developed.
 Grit, drive and a strong feeling of ownership coupled with collaboration and leadership.

Preferred Skills

 Experience in developing deep learning models with complex business use cases and big amount of unstructured data.
 Solid Machine Learning Engineering background and familiarity with state-of-the-art deep learning techniques especially for NLP.
 Expertise with applying LLMs, prompt design, and fine-tuning methods
 Strong background in ML approaches and techniques, ranging from Artificial Neural Networks to Bayesian methods
 Experience with conversational AI
 Fantastic problem solver; ability to solve problems that the world has not solved before
 Excellent written and spoken communication skills
 Demonstrated track record of cultivating strong working relationships and driving collaboration across multiple technical and business teams

Accommodations

If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form.

Posting Statement

At Salesforce we believe that the business of business is to improve the state of our world. Each of us has a responsibility to drive Equality in our communities and workplaces. We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. Learn more about Equality at www.equality.com and explore our company benefits at www.salesforcebenefits.com.

Salesforce is an Equal Employment Opportunity and Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Salesforce does not accept unsolicited headhunter and agency resumes. Salesforce will not pay any third-party agency or company that does not have a signed agreement with Salesforce.

 Salesforce welcomes all."
Artificial Intelligence /Machine Learning- Full Stack Developer,"About the job
HP is the world’s leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.

We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.

At HP, the future is yours to create!

Job Description

Artificial Intelligence / Machine Learning Full Stack Developer

This role is for an experienced Artificial Intelligence Full Stack Developer on the Marketing Data Science team at HP. This individual will be responsible for helping the team to shape its AI strategy, specifically through developing AI UI interfaces and web applications that help Marketers to best use the models.

Marketers are tasked with combing through tons of research and data to find appropriate insights; there is oftentimes too much information and too little time. This individual will provide Marketers with curated AI tools that help them to have the right information at the right time to make the best decisions. This is a fantastic opportunity to be part of cutting-edge AI work that enables Marketing to drive innovation and business growth.

Locations: Bangalore/Gurgaon/Delhi, On-site or Hybrid

Education And Experience

MS in Computer Science with an AI emphasis, or related field
Total 8+ Yrs. of experience and 2+ years of experience in applying AI to corporate technology solutions.
2+ years of experience building web apps suitable for Non-Technical users

Responsibilities

Build the front-end of applications through engaging visual design
Develop and manage well-functioning databases and applications
Test software to ensure responsiveness and efficiency
Work with Data Science team members to ideate new UI solutions for Marketing use cases
Lead AI model construction to both evolve existing capabilities and create new ones
Apply AI to Marketing use cases to improve customer intelligence and data analytics
Advise the team on best practices for AI models (i.e. parameters, data structure, etc.)
Evaluate AI model performance using different applications and file formats to identify the best solution

Knowledge And Skills

Proven experience as a Full Stack Developer or similar position
Expertise in both front-end (HTML/CSS, JavaScript, XML, React) and back-end (Python, SQL, Java) languages
Experience with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Strong knowledge of ML and Deep Learning in the context of LLMs, NLPs and chatbots
Expert Python skills (PyTorch/TensorFlow, Pandas, NumPy, Matplotlib, creating functions)
Experience working with AI models using real-life (“industry”) data
Mastery in tool usage (AWS, Jupyter notebook, Streamlit or similar UIs)
Experience with cloud environments (Amazon Web Services, Google Cloud, Azure, Databricks
Mastery in database engineering (Relational and Vector databases)
Proficiency in AI frameworks (Langchain, Agents, Transformer Architecture etc.)
Experience in program leadership, governance and change enablement.

Sustainable impact is HP’s commitment to create positive, lasting change for the planet, its people, and our communities. This serves as a guiding principle for delivering on our corporate vision – to create technology that makes life better for everyone, everywhere.

HP is a Human Capital Partner – we commit to human capital development and adopting progressive workplace practices in India.

About HP

You’re out to reimagine and reinvent what’s possible—in your career as well as the world around you.

So are we. We love taking on tough challenges, disrupting the status quo, and creating what’s next. We’re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.

HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.

Our history: HP’s commitment to diversity, equity and inclusion – it's just who we are.

From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!"
AI/ML Engineer,"About the job
It's fun to work at a company where people truly believe in what they are doing!

Job Description:

Summary

We are seeking a highly skilled AI/ML Consultant with good knowledge on Data, AI/ML Implementation, data and Software Development for our company's machine learning operations.

As an AI/ML Consultant, you will work closely with business stake holders, clients, data scientists, software engineers, QA engineers, DevOps engineers. You will also be responsible for implementing and maintaining complex data and AI/ML Solutions for our clients.

Job Responsibilities:

Participate in discussion and analyzing client’s data and its complexity. Every client’s data consistency may vary. Not only you should understand the data, but also provide solutions in that can fit in our product and solution offering.
Must have exposure to software programming, integration, and implementation experience.
Conducting ad-hoc analysis to answer specific business questions.
Collecting and organizing large sets of data from various sources.
Cleaning and preprocessing data to ensure accuracy and consistency.
Machine Learning Algorithms: Knowledge of advanced machine learning algorithms and their implementation.
Identify and evaluate new technologies to improve performance, maintainability, and reliability of existing machine learning systems.
Analyzing data to identify patterns, trends, and insights.
Developing and maintaining dashboards and other tools to monitor key performance indicators.
Proficiency in working with deep learning frameworks like TensorFlow, PyTorch, scikit-learn, etc.
Collaborating with other data engineers and data scientists to ensure data quality and accuracy.
Design, implement, and maintain the data infrastructure and pipelines for machine learning operations.
Communicating insights and recommendations to stakeholders in a clear and concise manner.
Stay up to date with the latest advancements in data engineering and machine learning and recommend new tools and techniques to improve our operations.

Requirements / Skills :

Bachelors / master’s degree in information or computer science required – B.Tech, MCA, MS Computers.
5+ years of experience in AI/ML implementation, Data and Full Stack Software development area
Experience with cloud-based infrastructure such as Microsoft Azure, AWS.
Proficiency in Python
Must have exposure to software programming, integration, and implementation experience.
Experience with some NLP libraries
Knowledge of machine learning algorithms and their implementation.
Implementation with visualization tools such as PBI or similar.
Familiarity with Metadata Management tools
Experience working with LLMs, such as GPT-3/4, or similar models
Proficiency in integrating APIs.
Strong analytical and problem-solving skills
All-round communication skills and ability to work collaboratively.
Good to have: Knowledge of Power BI
Familiarity with data science concepts, machine learning algorithms, and frameworks like TensorFlow, PyTorch, scikit-learn, Keras, Pandas,…
Added advantage – Knowledge on data technologies such Data wrangling, Data Integration/ETL, Data Profiling & Data Quality, Data Discovery

If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!

It is Epiq’s policy to comply with all applicable equal employment opportunity laws by making all employment decisions without unlawful regard or consideration of any individual’s race, religion, ethnicity, color, sex, sexual orientation, gender identity or expressions, transgender status, sexual and other reproductive health decisions, marital status, age, national origin, genetic information, ancestry, citizenship, physical or mental disability, veteran or family status or any other basis protected by applicable national, federal, state, provincial or local law. Epiq’s policy prohibits unlawful discrimination based on any of these impermissible bases, as well as any bases or grounds protected by applicable law in each jurisdiction. In addition Epiq will take affirmative action for minorities, women, covered veterans and individuals with disabilities. If you need assistance or an accommodation during the application process because of a disability, it is available upon request. Epiq is pleased to provide such assistance and no applicant will be penalized as a result of such a request. Pursuant to relevant law, where applicable, Epiq will consider for employment qualified applicants with arrest and conviction records."
Gen AI- Developer,"About the job
4 + years of IT experience ( 2 Years in AI/ML/DS Domain).
 Gen AI Development :  Data collection and preparation: Collect and prepare data for training and evaluating LLMs. This may involve cleaning and processing text data, or creating synthetic data.  Model development: Design and implement LLM models. This may involve choosing the right architecture, training the model, and tuning the hyperparameters.  Model evaluation: Evaluate the performance of LLM models. This may involve measuring the accuracy of the model on a held-out dataset, or assessing the quality of the generated text.  Model deployment: Deploy LLM models to production. This may involve packaging the model, creating a REST API, and deploying the model to a cloud computing platform.
 LLM Development/Deployment Pipeline creation, workflows
 Study and transform Gen AI PoCs to production grade deployment
 Design machine learning systems, Run machine learning tests and experiments
 Research and implement appropriate ML algorithms and tools
 Develop machine learning applications according to requirements
 Select appropriate datasets and data representation methods
 Perform statistical analysis and fine-tuning using test results
 Train and retrain systems when necessary"
